uberon_id	uberon_name	positive_evidence	no_negative_evidence
UBERON:0005012	mucosa of left uterine tube	1	1
UBERON:0003521	pes blood vessel	1	1
UBERON:0034671	arcuate sulcus	0	1
UBERON:0006259	lens pit	1	1
UBERON:0001786	fovea centralis	1	1
UBERON:2001605	caudal scute series	0	1
UBERON:0013235	ventrum	1	1
UBERON:2002043	posterior limb of parapophysis 4	0	1
UBERON:0004876	urogenital fold	1	1
UBERON:0016827	dorsal paramedian reticular nucleus	1	1
UBERON:0023852	temporoparietal junction	0	1
UBERON:0004135	distal tubule	1	1
UBERON:2001521	ceratobranchial 5 cartilage	0	1
UBERON:2000931	myotome somite 27	0	1
UBERON:0035183	calcarine artery	1	1
UBERON:0010021	dorsal part of pharyngeal pouch 1	0	1
UBERON:0009881	anterior lateral plate mesoderm	1	1
UBERON:0019290	accessory olfactory bulb internal plexiform layer	0	1
UBERON:4200039	supraacetabular buttress	0	1
UBERON:0002752	olivocerebellar tract	1	1
UBERON:0016477	zygomatic process of maxilla	1	1
UBERON:0004766	cranial bone	1	1
UBERON:2001721	caudal principal ray 9	0	0
UBERON:0004474	musculature of arm	1	1
UBERON:0013153	arachnoid villus	1	1
UBERON:3000981	limb external integument structure	0	1
UBERON:0012267	equine splint bone	0	0
UBERON:0011015	iliac fossa	1	1
UBERON:0002664	lateral part of medial mammillary nucleus	1	1
UBERON:3000610	trochlear foramen	0	1
UBERON:0007425	decussation of diencephalon	1	1
UBERON:0010287	motor root of facial nerve	1	1
UBERON:0003103	compound organ	1	1
UBERON:0006264	mouth-foregut junction	1	1
UBERON:0008961	parabronchus	0	0
UBERON:0009478	associated mesenchyme of midgut	1	1
UBERON:0001398	brachial artery	1	1
UBERON:0004401	bone tissue of distal epiphysis	1	1
UBERON:3010692	m. cucullaris	0	1
UBERON:0003277	skeleton of upper jaw	1	1
UBERON:2001705	infraorbital 10	0	1
UBERON:0005162	multi cell part structure	1	1
UBERON:0011189	lamina propria of large intestine	1	1
UBERON:0004822	extrahepatic bile duct epithelium	1	1
UBERON:0035575	paracommissural nucleus of solitary tract	1	1
UBERON:0011216	organ system subdivision	1	1
UBERON:0012332	broad ligament of uterus	1	1
UBERON:3010828	commissura terminales of hyoid apparatus	0	1
UBERON:0003038	thoracic spinal cord	1	1
UBERON:0006969	cranial appendage	0	1
UBERON:0002889	medial part of basal amygdaloid nucleus	1	1
UBERON:0008999	hoof lamina	0	1
UBERON:0034980	jugular bulb	1	1
UBERON:2001873	head sensory canal system	0	0
UBERON:0012076	tibiotalar joint	0	1
UBERON:0007100	primary circulatory organ	1	1
UBERON:0006536	male reproductive system fluid/secretion	0	1
UBERON:0007155	superior epigastric vein	1	1
UBERON:4300026	anterior ventrolateral plate	0	1
UBERON:2001730	caudal principal ray 18	0	0
UBERON:0001936	tuberomammillary nucleus	1	1
UBERON:0005837	fasciculus of spinal cord	1	1
UBERON:2002009	medial cartilage of palatine	0	1
UBERON:0001617	mental artery	1	1
UBERON:0018159	anterior malleal ligament	0	1
UBERON:0004782	gastrointestinal system serosa	1	1
UBERON:0011275	nail of manual digit 3	1	1
UBERON:0001592	bronchial vein	1	1
UBERON:0007254	intervertebral disk of thoracic vertebra	1	1
UBERON:2001607	basipterygoid process of parasphenoid	0	1
UBERON:0000100	blastopore	0	1
UBERON:0006232	facio-acoustic VII-VIII preganglion complex	1	1
UBERON:2005017	primordial midbrain channel	0	1
UBERON:4100120	prezygapophyses	0	1
UBERON:0011121	cricothyroid joint	1	1
UBERON:0006274	tetrapod parietal bone primordium	1	1
UBERON:0014665	nucleus preopticus	0	1
UBERON:0006457	first thoracic spinal cord segment	1	1
UBERON:0007702	tract of brain	1	1
UBERON:0018157	lateral malleal ligament	0	1
UBERON:3010100	mental gland	0	1
UBERON:0013422	infratemporal fossa	1	1
UBERON:0005805	dorsal aorta	1	1
UBERON:0013595	postlateral sulcus	0	1
UBERON:0014544	frontomarginal sulcus	1	1
UBERON:0007192	posterior paracentral gyrus	1	1
UBERON:2001898	ceratobranchial element	0	1
UBERON:3010328	equatorial belt	0	1
UBERON:0000175	pleural effusion	0	1
UBERON:2005122	dorsal axial hypoblast	0	1
UBERON:0011822	dense irregular connective tissue	1	1
UBERON:0009093	outer medulla vasa recta ascending limb	0	1
UBERON:0003085	ventral aorta	0	1
UBERON:2001028	hypurapophysis	0	0
UBERON:0006373	perihilar interstitium	0	1
UBERON:0004070	cerebellum vermis lobule	1	1
UBERON:0009772	right anterior cardinal vein	1	1
UBERON:3000806	carina medialis	0	1
UBERON:0001488	ankle joint	1	1
UBERON:0003080	anterior neural tube	1	1
UBERON:2001417	pelvic fin distal radial bone 1	0	0
UBERON:0003611	respiratory system elastic tissue	0	1
UBERON:0016932	triangular ridge of tooth	1	1
UBERON:3000873	pars cylindriformis ilei	0	1
UBERON:4000115	mineralized bone tissue	0	1
UBERON:0002963	caudal pontine reticular nucleus	1	1
UBERON:0008936	gastropod genital pore	0	0
UBERON:0005371	hippocampus stratum oriens	1	1
UBERON:0018576	upper second secondary molar tooth	1	1
UBERON:0007228	vestibular nucleus	1	1
UBERON:2201614	anal fin middle radial cartilage	0	0
UBERON:0015926	cranial deep lymph node	0	1
UBERON:0001397	subscapular artery	1	1
UBERON:0006116	vagal nerve fiber bundle	1	1
UBERON:0035147	axochord	0	0
UBERON:3000965	basale commune (carpal)	0	1
UBERON:2001579	ural vertebra 2	0	0
UBERON:0001599	stapedius muscle	1	1
UBERON:0010050	infralabial gland	0	0
UBERON:0017161	hemipenial mucuous gland	0	0
UBERON:0011945	luminal layer of epithelium	1	1
UBERON:0022395	temporal fusiform gyrus	1	1
UBERON:0035462	anterior parietal artery	1	1
UBERON:3010710	m. interscapularis	0	1
UBERON:0013245	sinovaginal bulb	0	1
UBERON:0010335	maxillary process mesenchyme from head mesenchyme	1	1
UBERON:3010184	inner metatarsal tubercle	0	1
UBERON:0006773	long bone epiphyseal plate ossification zone	0	1
UBERON:0004262	upper leg skin	1	1
UBERON:0008338	plantar part of pes	1	1
UBERON:0000016	endocrine pancreas	1	1
UBERON:0003671	anterior cruciate ligament of knee joint	1	1
UBERON:0002509	mesenteric lymph node	1	1
UBERON:0004179	prostate glandular acinus	1	1
UBERON:0010757	rib 8	1	1
UBERON:0015046	manual digit 4 metacarpus endochondral element	1	1
UBERON:0010187	female urethral gland	1	1
UBERON:0005107	metanephric cap	0	1
UBERON:0007643	node of ligamentum arteriosum	1	1
UBERON:0015865	pancreaticosplenic lymph node	1	1
UBERON:0004482	musculature of lower limb	1	1
UBERON:0001262	wall of intestine	1	1
UBERON:0012195	left superior intercostal vein	1	1
UBERON:0034984	nerve to quadratus femoris	1	1
UBERON:0005019	mucosa of palate	1	1
UBERON:2202277	pectoral fin distal radial cartilage 1	0	0
UBERON:0009968	primitive superior sagittal sinus	1	1
UBERON:3010668	ramules cutaneous	0	1
UBERON:0002066	umbilical vein	1	1
UBERON:0006234	femur pre-cartilage condensation	1	1
UBERON:0010950	styloauricular muscle	0	1
UBERON:0014600	paraventricular nucleus of the hypothalamus magnocellular division - medial magnocellular part	1	1
UBERON:0006355	superior vesical vein	0	1
UBERON:2005268	preopercle horizontal limb-symplectic joint	0	1
UBERON:0000109	gastrula stage	1	1
UBERON:0013596	brain coronal sulcus	0	1
UBERON:0004829	urethra skeletal muscle	0	1
UBERON:0010698	manual digit metacarpus pre-cartilage condensation	1	1
UBERON:0007415	nucleus of midbrain reticular formation	1	1
UBERON:0005000	mucosa of common bile duct	1	1
UBERON:0004681	vestibular system	1	1
UBERON:0010866	dactylopatagium major	0	0
UBERON:2002126	caudal-fin ray pump	0	0
UBERON:0005494	intermediate mesenchyme	1	1
UBERON:2105382	dorsal fin proximal radial element 5	0	0
UBERON:0035546	uveal vein	1	1
UBERON:0003520	pelvis blood vessel	1	1
UBERON:0002600	limbic lobe	1	1
UBERON:0017717	hypothenar eminence	1	1
UBERON:0009916	wall of ureter	1	1
UBERON:0002609	spinothalamic tract of midbrain	1	1
UBERON:0008310	nasopharyngeal gland	1	1
UBERON:0018385	metacercaria	0	0
UBERON:0001216	jejunal vein	1	1
UBERON:3000831	spina acromioidea	0	0
UBERON:0008425	mammary ridge	1	1
UBERON:0024045	white matter of the cerebellar cortex	0	1
UBERON:0017295	cingulum of tooth	1	1
UBERON:5112262	manual minor digit (Aves) digitopodial skeleton	0	0
UBERON:0000981	femur	1	1
UBERON:0005604	extrahepatic part of hepatic duct	1	1
UBERON:0035569	periventricular pretectal nucleus	0	0
UBERON:0007795	ascitic fluid	0	1
UBERON:2102280	pectoral fin distal radial element 3	0	0
UBERON:0002450	decidua	1	1
UBERON:0010242	anterior buccal gland	0	1
UBERON:0004948	submucosa of left main bronchus	1	1
UBERON:3010744	M. flexor antibrachii lateralis profundus	0	1
UBERON:3011121	late distal segment	0	1
UBERON:0005077	neuropore	1	1
UBERON:0000055	vessel	1	1
UBERON:0006332	nasal capsule	1	1
UBERON:0014936	cerebral cortex ventricular layer	0	1
UBERON:0016476	primary incisor tooth	1	1
UBERON:0014593	tuberomammillary nucleus dorsal part	0	1
UBERON:0001342	mesovarium	1	1
UBERON:0010418	urethral opening	1	1
UBERON:0015764	dense regular elastic tissue	1	1
UBERON:0018254	skeletal musculature	1	1
UBERON:0002266	anterior olfactory nucleus	1	1
UBERON:2005368	dorsal fin pterygiophore 5	0	0
UBERON:3000681	hyoid apparatus opening	0	1
UBERON:3010621	constrictor laryngis anterior	0	1
UBERON:0008429	cervical vertebral foramen	1	1
UBERON:0002591	oral part of spinal trigeminal nucleus	1	1
UBERON:0001259	mucosa of urinary bladder	1	1
UBERON:0016554	white matter of midbrain	1	1
UBERON:0003987	Hassall's corpuscle	0	1
UBERON:0004442	proximal epiphysis of proximal phalanx of manual digit 4	1	1
UBERON:0005972	tunnel of Corti	0	1
UBERON:0035231	superficial middle cerebral vein	1	1
UBERON:0018391	chemoreceptor	1	1
UBERON:2000078	ventral actinotrichium	0	0
UBERON:0013740	wall of crypt of Lieberkuhn	0	1
UBERON:0001496	ascending aorta	1	1
UBERON:0004850	lymph node endothelium	0	1
UBERON:0005033	mucosa of gallbladder	1	1
UBERON:0014785	levator cloacae	0	1
UBERON:0009891	facial mesenchyme	1	1
UBERON:0003462	facial bone	1	1
UBERON:0017642	communicating branch of spinal nerve	1	1
UBERON:0004323	middle phalanx of manual digit 5	1	1
UBERON:2001880	rib of vertebra 3	0	1
UBERON:4200036	internal trochanter	0	1
UBERON:3010675	bony nodule of terminal phalanx of hind digit	0	1
UBERON:0004408	distal epiphysis of ulna	1	1
UBERON:0009655	auricular artery	1	1
UBERON:0013142	soleal vein	0	1
UBERON:5006049	digit 2 plus metapodial segment	1	1
UBERON:0002169	alveolar sac	1	1
UBERON:0005146	metanephric nephron tubule	0	1
UBERON:3010167	metatarsal fold	0	1
UBERON:0001641	transverse sinus	1	1
UBERON:4200216	fibula facet of femur	0	1
UBERON:0001446	fibula	1	1
UBERON:0002520	submandibular lymph node	1	1
UBERON:2001457	postcranial axial cartilage	1	1
UBERON:0005676	right lung accessory lobe endothelium	0	1
UBERON:0007693	caroticotympanic artery	1	1
UBERON:3000907	eminentia arcuata	0	1
UBERON:0001785	cranial nerve	1	1
UBERON:0005910	transitional epithelium	1	1
UBERON:4300034	antorbital cartilage	0	1
UBERON:0013688	tonsil germinal center	0	1
UBERON:0022294	morphological boundary	0	1
UBERON:0004273	cartilaginous joint suture	0	1
UBERON:0001830	minor salivary gland	1	1
UBERON:3000079	cartilago retronarina	0	1
UBERON:0016549	central nervous system white matter layer	1	1
UBERON:3010379	inner fin tissue	0	0
UBERON:0035591	lateral spiriform nucleus	0	0
UBERON:0010308	os opticus	0	0
UBERON:3000941	arciferal girdle	0	1
UBERON:0019286	rhombomere 11	0	1
UBERON:0010581	pedal digit 2 phalanx pre-cartilage condensation	1	1
UBERON:0005881	autopodial extension	1	1
UBERON:0014550	pyramidal layer of CA3	1	1
UBERON:0012377	muscle layer of jejunum	1	1
UBERON:0008291	down feather	0	0
UBERON:0035047	parotid gland striated duct	0	1
UBERON:0010002	pulmonary neuroendocrine body	0	1
UBERON:0016884	shoulder joint	1	1
UBERON:5012260	alular digit plus metapodial segment	0	0
UBERON:2000240	metapterygoid	0	0
UBERON:2005011	pseudobranchial artery	0	1
UBERON:4200063	ectocondylar tubercle	0	1
UBERON:0001354	inferior epigastric artery	1	1
UBERON:0002356	perineum	1	1
UBERON:0000052	fornix of brain	1	1
UBERON:0001910	medial forebrain bundle	1	1
UBERON:2000957	hypaxial region somite 19	0	1
UBERON:0005973	blood-inner ear barrier	0	1
UBERON:0004119	endoderm-derived structure	1	1
UBERON:0003638	manual digit 4 phalanx	1	1
UBERON:0013632	sesamoid cartilage	1	1
UBERON:0007362	omasum	0	0
UBERON:0000437	arachnoid barrier layer	1	1
UBERON:0005055	zone of long bone	1	1
UBERON:2005272	immature gonad	0	1
UBERON:0016422	compact bone of long bone	1	1
UBERON:0007098	mandibular neural crest	1	1
UBERON:0005492	hyaloid vessel	1	1
UBERON:0002920	callosal sulcus	1	1
UBERON:0015058	alisphenoid endochondral element	1	1
UBERON:3000085	cavum inferius	0	1
UBERON:0003997	hyoid bone greater horn	1	1
UBERON:0004014	labium minora	1	1
UBERON:0016926	mucus body coating	0	1
UBERON:0001595	auricular muscle	1	1
UBERON:0003433	arm nerve	1	1
UBERON:2002263	epineural 1	0	1
UBERON:0013204	epipubic bone	0	0
UBERON:0003970	placental labyrinth vasculature	0	1
UBERON:0002112	smooth muscle of esophagus	1	1
UBERON:0002536	arthropod sensillum	0	0
UBERON:0007297	presumptive pronephric mesoderm	0	1
UBERON:0007613	extensor digitorum lateralis muscle	0	0
UBERON:0002238	false rib	1	1
UBERON:3010709	levator mandibulae lateralis	0	1
UBERON:0005145	metanephric comma-shaped body	0	1
UBERON:0002015	kidney capsule	1	1
UBERON:0005594	head somite	1	1
UBERON:0005303	hypogastric nerve	1	1
UBERON:0015886	root of nail	1	1
UBERON:0008861	pyloric gastric gland	1	1
UBERON:2001593	caudal fin upper lobe	0	0
UBERON:0010299	scleral mesenchyme	0	1
UBERON:0013634	intertrochanteric line	1	1
UBERON:2001118	urogenital papilla	0	1
UBERON:0003123	pharyngeal arch artery 6	1	1
UBERON:0001136	mesothelium	1	1
UBERON:0001598	temporalis muscle	1	1
UBERON:3010699	m. serratus inferior	0	1
UBERON:0018144	cervical rib	0	0
UBERON:0009504	mesenchyme of main bronchus	1	1
UBERON:0002398	manus	1	1
UBERON:0012109	zygomatic process of frontal bone	1	1
UBERON:0034754	occipitofrontal fasciculus	1	1
UBERON:0034778	rostral CA2	1	1
UBERON:0035401	posterior wall of nasopharynx	1	1
UBERON:0007567	regenerating anatomical structure	1	1
UBERON:0011245	infra-orbital canal of maxilla	1	1
UBERON:0001639	hepatic portal vein	1	1
UBERON:0015878	common iliac lymph node	1	1
UBERON:0018366	supratendinal bridge	0	1
UBERON:0016374	sciatic lymph node	0	1
UBERON:0003699	pubic symphysis	1	1
UBERON:0001732	pharyngeal tonsil	1	1
UBERON:4000122	acellular bone tissue	0	1
UBERON:0004127	compact layer of ventricle	0	1
UBERON:0035258	mons pubis	1	1
UBERON:0013192	ovarian medulla	1	1
UBERON:0015432	accessory olfactory bulb mitral cell layer	0	1
UBERON:0019249	2-cell stage embryo	0	1
UBERON:0004515	smooth muscle tissue of bronchiole	1	1
UBERON:0004717	Brodmann (1909) area 29	1	1
UBERON:0011060	perilymphatic channel	1	1
UBERON:3010799	ramulus suprabranchialis posterior	0	0
UBERON:2005000	basal communicating artery	0	1
UBERON:0017269	primary premolar tooth	0	1
UBERON:0004434	proximal epiphysis of distal phalanx of manual digit 4	1	1
UBERON:0001765	mammary duct	1	1
UBERON:0004242	bronchus smooth muscle	1	1
UBERON:3000619	tympanosquamosal	0	1
UBERON:0007798	vascular system	1	1
UBERON:0010033	posterior part of tongue	1	1
UBERON:3010528	articular process of palatoquadrate	0	1
UBERON:0010133	neuroendocrine gland	1	1
UBERON:0005404	frontonasal suture	1	1
UBERON:0001503	dorsal interosseous of manus	1	1
UBERON:0001536	left common carotid artery plus branches	1	1
UBERON:0007275	crista of ampulla of posterior semicircular duct of membranous laybrinth	1	1
UBERON:0008934	secondary somatosensory cortex	0	1
UBERON:0010719	girdle skeleton	1	1
UBERON:0026391	medial orbital sulcus	0	1
UBERON:0010017	spiral valve of cystic duct	1	1
UBERON:0004787	urethra urothelium	1	1
UBERON:0011643	puboischiofemoralis internus muscle	0	1
UBERON:0011861	aorta collagen fibril	0	1
UBERON:0011687	levator hyomandibulae muscle	0	1
UBERON:3010393	mesonephric late distal segment	0	1
UBERON:0010380	enteric nerve	0	1
UBERON:0005754	rostral part of nephrogenic cord	1	1
UBERON:0022353	posterior cingulate cortex	0	1
UBERON:2000924	myotome somite 1	0	1
UBERON:0016886	muscle of terminal part of digestive tract	0	1
UBERON:4000080	keratin-based scale	0	0
UBERON:0014604	paraventricular nucleus of the hypothalamus parvicellular division	1	1
UBERON:0009674	accessory XI nerve spinal component	1	1
UBERON:0004604	rib 4	1	1
UBERON:0010134	secretory circumventricular organ	1	1
UBERON:2000749	epaxial region somite 9	0	1
UBERON:0000992	female gonad	1	1
UBERON:0018595	lower central primary incisor tooth	1	1
UBERON:0003332	submucosa of duodenum	1	1
UBERON:0003311	floor plate of medulla oblongata	1	1
UBERON:0013073	rattle	0	0
UBERON:0011210	migration pathway NC-derived mesenchyme	1	1
UBERON:0013516	uterine tube magnum	0	0
UBERON:0001351	lacrimal sac	1	1
UBERON:2002066	auditory fenestra	0	1
UBERON:3000783	fovea capitis of humerus	0	1
UBERON:0003252	thoracic rib cage	1	1
UBERON:0006283	future cardiac ventricle	1	1
UBERON:0004990	mucosa of ascending colon	1	1
UBERON:0010253	1st arch maxillary mesenchyme from neural crest	1	1
UBERON:0012124	avian scapholunar bone	0	1
UBERON:0002702	middle frontal gyrus	1	1
UBERON:0006448	first lumbar spinal cord segment	1	1
UBERON:0005253	head mesenchyme	1	1
UBERON:0007120	premolar tooth	1	1
UBERON:0014838	xiphihumeralis	0	1
UBERON:0005078	lamina terminalis of neural tube	1	1
UBERON:0010244	choroid tapetum lucidum	0	0
UBERON:2005303	caudal fin lymph vessel	0	1
UBERON:2001069	ventral fin fold	0	1
UBERON:0010272	hyoid apparatus	1	1
UBERON:0013643	lophophore	0	0
UBERON:0001203	muscularis mucosae of stomach	1	1
UBERON:0001920	paraventricular nucleus of thalamus	1	1
UBERON:0008607	transverse muscle of auricle	1	1
UBERON:0001005	respiratory airway	1	1
UBERON:0006564	superficial palmar arch	1	1
UBERON:0001469	sternoclavicular joint	1	1
UBERON:0018266	third phalanx	0	1
UBERON:0011899	epimysium	1	1
UBERON:0018333	labial cartilage	0	1
UBERON:0010855	skin of forelimb wing	0	0
UBERON:2001823	epibranchial 4 bone uncinate process	0	1
UBERON:0004379	distal epiphysis	1	1
UBERON:0004875	nephrogenic cord	1	1
UBERON:0016620	ventral throat pleat	0	0
UBERON:0002183	lobar bronchus	1	1
UBERON:3000178	footplate of pars media plectri	0	1
UBERON:4300112	distal segment of caudal ray	0	0
UBERON:0006138	plantar digital artery	1	1
UBERON:2005344	preopticohypothalamic tract	0	1
UBERON:0013673	os priapium	0	0
UBERON:3000074	cartilago orbitalis	0	1
UBERON:2005372	dorsal fin distal radial bone 1	0	0
UBERON:0009631	root of lumbar spinal nerve	1	1
UBERON:0014399	sinusoidal space	1	1
UBERON:2001425	basal plate cartilage	0	1
UBERON:0002142	pedunculopontine tegmental nucleus	1	1
UBERON:0035113	central part of mediodorsal nucleus of the thalamus	0	1
UBERON:0014594	tuberomammillary nucleus ventral part	0	1
UBERON:0008464	abductor hallucis muscle	1	1
UBERON:0011627	orbital part of frontal bone	1	1
UBERON:2000544	pectoral fin actinotrichium	0	0
UBERON:0001409	semispinalis capitis	1	1
UBERON:0015789	cranial or facial muscle	1	1
UBERON:0001928	preoptic area	1	1
UBERON:0015791	digit connective tissue	0	1
UBERON:0002524	mediastinal lymph node	1	1
UBERON:4100119	extratemporal bone	0	1
UBERON:0028421	Ongur, Price, and Ferry (2003) area 14c	0	1
UBERON:0031111	sacral spinal cord gray commissure	0	1
UBERON:2002007	supraneural 4 bone	0	1
UBERON:3000639	zygomatic ramus of squamosal	0	1
UBERON:0007145	dome of diaphragm	1	1
UBERON:4000168	dorsal fin skeleton	0	0
UBERON:0000402	nasal vestibule	1	1
UBERON:0013231	sebaceous gland of eyelid	1	1
UBERON:0014630	ventral gray commissure of spinal cord	1	1
UBERON:0002182	main bronchus	1	1
UBERON:0003355	epithelium of incisor	1	1
UBERON:0011214	nucleus of midbrain tectum	1	1
